stream_code,career_outcome_code,relationship_type,version,source_document
MGT-STR-PROD-DIGITRANMANA,CAR-MGT-PROD-DIGITRANMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-DIG-ECOMMOPERMANA,CAR-MGT-DIG-ECOMMOPERMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-DIG-CREABUSIMANA,CAR-MGT-DIG-CREABUSIMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-DIG-TALEMANA,CAR-MGT-DIG-TALEMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-AI-NOCODEBUSIAUTO,CAR-MGT-AI-NOCODEBUSIAUTO-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-AI-AISTRAASSO,CAR-MGT-AI-AISTRAASSO-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-AI-PROMOPERMANA,CAR-MGT-AI-PROMOPERMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-ESG-DEVESECTMANA,CAR-MGT-ESG-DEVESECTMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-ESG-SUSTESGMANA,CAR-MGT-ESG-SUSTESGMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-ESG-CSRMANA,CAR-MGT-ESG-CSRMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-HEA-HOSPADMI,CAR-MGT-HEA-HOSPADMI-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-HOS-SPORMANA,CAR-MGT-HOS-SPORMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-EDU-TRAIDEVEMANA,CAR-MGT-EDU-TRAIDEVEMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-EDU-COLLINSTADMI,CAR-MGT-EDU-COLLINSTADMI-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-RUR-AGRIMANA,CAR-MGT-RUR-AGRIMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-TRAD-INTETRADMANA,CAR-MGT-TRAD-INTETRADMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-TRAD-MERCMANA,CAR-MGT-TRAD-MERCMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-CREA-MEDIBUSIMANA,CAR-MGT-CREA-MEDIBUSIMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
MGT-STR-CREA-CULTENTEMANA,CAR-MGT-CREA-CULTENTEMANA-01,LEADS_TO,0.9,RSA_SCC_Ontology_v0.9_Management_Universe_Direct_Structure.md
