stream_code,career_outcome_code,relationship_type,version,source_document
HUM-STR-PUB-KNOWCURAANDINFO,CAR-HUM-PUB-KNOWCURAANDINFO-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-LITECRITANDREVI,CAR-HUM-PUB-LITECRITANDREVI-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-LITECRITANDREVI,CAR-HUM-PUB-LITECRITANDREVI-02,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-LITECRITANDREVI,CAR-HUM-PUB-LITECRITANDREVI-03,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-LITECRITANDREVI,CAR-HUM-PUB-LITECRITANDREVI-04,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-PRINONDEMAPUBL,CAR-HUM-PUB-PRINONDEMAPUBL-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-PUBL,CAR-HUM-PUB-PUBL-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-PUBL,CAR-HUM-PUB-PUBL-02,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-PUBLENTR,CAR-HUM-PUB-PUBLENTR-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-PUBLENTR,CAR-HUM-PUB-PUBLENTR-02,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-PUBLOPER,CAR-HUM-PUB-PUBLOPER-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-PUBLOPER,CAR-HUM-PUB-PUBLOPER-02,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-PUBLOPER,CAR-HUM-PUB-PUBLOPER-03,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-REGILANGPUBL,CAR-HUM-PUB-REGILANGPUBL-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-SCREANDNARRDEVE,CAR-HUM-PUB-SCREANDNARRDEVE-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-UXANDPRODWRIT,CAR-HUM-PUB-UXANDPRODWRIT-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-PUB-WRITANDDOCU,CAR-HUM-PUB-WRITANDDOCU-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-CULT-CULTCURA,CAR-HUM-CULT-CULTCURA-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-CULT-CULTENTR,CAR-HUM-CULT-CULTENTR-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-CULT-CULTANDORALHIST,CAR-HUM-CULT-CULTANDORALHIST-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-CULT-CULTANDARTSMANA,CAR-HUM-CULT-CULTANDARTSMANA-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-CULT-GALLPRAC,CAR-HUM-CULT-GALLPRAC-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-CULT-PUBLHUMA,CAR-HUM-CULT-PUBLHUMA-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-AICOMM,CAR-HUM-DH-AICOMM-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
HUM-STR-DH-AIETHIANDGOVE,CAR-HUM-DH-AIETHIANDGOVE-01,LEADS_TO,0.8,RSA_SCC_Ontology_v0.8_Humanities_Universe_Direct_Structure.md
